order_id,customer_id,product_id,order_date,quantity,price,amount
3012,957,73,2023-10-29,1,42.35,42.35
3013,462,63,2023-08-01,1,75.4,75.4
3014,832,160,2024-07-10,1,92.73,92.73
3015,586,126,2023-11-03,1,111.05,111.05
3016,997,5,2024-06-13,1,70.86,70.86
3017,281,16,2023-10-01,1,34.7,34.7
3018,28,198,2024-04-03,1,162.85,162.85
3019,539,3,2023-10-29,1,43.97,43.97
3020,776,23,2024-06-21,3,95.95,287.85
3021,747,179,2023-10-21,2,45.82,91.64
3022,994,117,2024-04-26,1,34.22,34.22
3023,518,25,2023-07-21,1,52.28,52.28
3024,204,92,2023-10-02,2,19.84,39.68
3025,488,169,2024-04-24,2,27.34,54.68
3026,330,108,2023-09-15,1,151.52,151.52
3027,490,138,2024-04-09,2,37.19,74.38
3028,208,118,2023-11-15,2,64.89,129.78
3029,966,77,2023-09-15,1,94.42,94.42
3030,37,48,2023-10-31,2,25.74,51.48
3031,388,197,2024-03-02,1,62.25,62.25
3032,463,98,2024-03-11,1,21.91,21.91
3033,926,41,2023-06-20,1,81.49,81.49
3034,135,26,2023-12-15,1,95.73,95.73
3035,674,19,2023-12-17,1,34.99,34.99
3036,602,136,2024-05-07,1,111.82,111.82
3037,601,3,2023-07-26,2,43.97,87.94
3038,712,168,2023-12-02,2,71.46,142.92
3039,519,165,2023-08-25,1,57.28,57.28
3040,731,4,2023-11-18,1,58.4,58.4
3041,113,65,2023-07-17,3,80.92,242.76
3042,775,186,2024-07-17,1,63.02,63.02
3043,383,144,2024-07-23,2,104.69,209.38
3044,946,14,2023-06-15,1,21.5,21.5
3045,357,74,2024-06-28,2,61.44,122.88
3046,847,8,2023-11-15,2,68.2,136.4
3047,60,64,2023-10-01,1,48.59,48.59
3048,955,66,2023-08-05,1,49.68,49.68
3049,388,17,2023-12-06,2,39.73,79.46
3050,27,43,2024-07-14,1,83.23,83.23
3051,305,10,2023-06-10,2,100.18,200.36
3052,335,94,2024-06-21,1,94.12,94.12
3053,247,89,2024-04-03,2,39.84,79.68
3054,673,14,2024-01-10,1,21.5,21.5
3055,966,135,2024-03-24,1,38.65,38.65
3056,442,130,2023-10-14,1,35.56,35.56
3057,36,164,2023-12-16,2,39.16,78.32
3058,93,103,2024-07-10,1,46.93,46.93
3059,306,144,2023-12-17,1,104.69,104.69
3060,634,120,2024-03-26,1,33.36,33.36
3061,626,30,2024-07-05,1,25.01,25.01
3062,708,94,2024-07-03,2,94.12,188.24
3063,900,100,2023-12-13,2,72.82,145.64
3064,999,5,2024-05-20,1,70.86,70.86
3065,918,152,2023-06-25,2,77.15,154.3
3066,449,137,2023-07-17,1,104.49,104.49
3067,219,75,2023-12-02,2,62.74,125.48
3068,339,181,2024-06-05,1,81.86,81.86
3069,544,149,2024-05-29,3,44.74,134.22
3070,194,164,2024-07-19,1,39.16,39.16
3071,920,159,2023-10-25,1,126.13,126.13
3072,114,24,2024-03-26,1,20.42,20.42
3073,122,21,2023-06-25,1,19.82,19.82
3074,267,50,2023-07-19,1,41.74,41.74
3075,643,198,2023-09-12,1,162.85,162.85
3076,716,99,2023-07-27,1,46.37,46.37
3077,5,108,2024-04-03,1,151.52,151.52
3078,737,108,2024-04-02,1,151.52,151.52
3079,92,67,2024-04-20,1,153.42,153.42
3080,149,25,2023-09-14,1,52.28,52.28
3081,454,67,2024-06-07,1,153.42,153.42
3082,211,81,2024-04-30,1,113.98,113.98
3083,502,45,2024-05-16,1,60.73,60.73
3084,947,79,2023-08-12,1,97.93,97.93
3085,610,109,2023-12-26,1,52.31,52.31
3086,956,199,2024-04-27,1,45.84,45.84
3087,170,176,2023-08-21,1,20.9,20.9
3088,694,152,2024-07-01,3,77.15,231.45000000000002
3089,719,189,2024-04-21,1,74.88,74.88
3090,35,183,2023-10-23,1,28.46,28.46
3091,813,124,2024-04-24,2,46.49,92.98
3092,500,74,2024-03-29,2,61.44,122.88
3093,196,81,2023-06-17,1,113.98,113.98
3094,876,123,2023-07-19,2,30.7,61.4
3095,970,95,2023-09-05,1,65.06,65.06
3096,853,150,2023-10-18,3,112.7,338.1
3097,894,60,2023-12-19,1,25.27,25.27
3098,431,85,2024-04-08,2,51.41,102.82
3099,789,197,2023-10-07,1,62.25,62.25
3100,290,150,2023-09-24,1,112.7,112.7
3101,357,70,2023-10-09,1,28.56,28.56
3102,849,112,2023-11-28,2,31.9,63.8
3103,100,182,2023-11-15,2,50.31,100.62
3104,899,163,2023-07-11,1,125.35,125.35
3105,912,72,2023-08-08,2,51.68,103.36
3106,942,107,2024-03-03,1,26.47,26.47
3107,535,66,2023-08-02,1,49.68,49.68
3108,429,165,2024-06-15,1,57.28,57.28
3109,408,83,2023-09-26,2,26.4,52.8
3110,678,180,2023-06-17,2,83.73,167.46
3111,667,199,2023-10-23,2,45.84,91.68
3112,387,67,2024-03-11,1,153.42,153.42
3113,755,105,2023-10-30,1,131.55,131.55
3114,24,189,2023-06-22,1,74.88,74.88
3115,791,165,2024-02-05,2,57.28,114.56
3116,963,49,2023-06-28,1,21.73,21.73
3117,659,161,2023-10-18,1,88.44,88.44
3118,617,32,2023-12-20,2,87.22,174.44
3119,406,118,2024-02-02,1,64.89,64.89
3120,668,115,2023-07-04,2,51.53,103.06
3121,455,160,2024-05-08,3,92.73,278.19
3122,865,100,2023-08-18,3,72.82,218.45999999999998
3123,793,11,2023-12-03,1,35.55,35.55
3124,187,170,2023-11-24,3,31.6,94.80000000000001
3125,395,105,2023-09-29,2,131.55,263.1
3126,966,142,2024-05-24,1,47.23,47.23
3127,702,31,2024-06-18,2,96.74,193.48
3128,864,178,2023-11-01,2,49.13,98.26
3129,453,110,2023-10-28,1,88.23,88.23
3130,279,143,2023-07-14,3,67.06,201.18
3131,112,58,2024-01-16,1,32.06,32.06
3132,879,63,2023-11-19,2,75.4,150.8
3133,891,191,2023-12-16,1,33.61,33.61
3134,579,53,2024-04-14,1,78.83,78.83
3135,326,137,2024-01-08,2,104.49,208.98
3136,542,172,2023-12-05,1,80.5,80.5
3137,177,41,2023-11-15,1,81.49,81.49
3138,782,26,2024-07-14,1,95.73,95.73
3139,699,43,2024-01-17,1,83.23,83.23
3140,348,2,2023-08-06,2,43.03,86.06
3141,350,60,2024-02-19,1,25.27,25.27
3142,16,7,2024-04-05,1,46.94,46.94
3143,991,37,2024-06-04,1,80.26,80.26
3144,43,11,2023-10-26,2,35.55,71.1
3145,764,182,2023-10-02,1,50.31,50.31
3146,875,189,2023-12-14,1,74.88,74.88
3147,260,34,2024-07-19,2,91.1,182.2
3148,964,196,2023-09-10,1,151.07,151.07
3149,364,105,2023-08-24,1,131.55,131.55
3150,663,197,2023-07-16,1,62.25,62.25
3151,998,107,2024-07-13,1,26.47,26.47
3152,67,125,2023-11-23,1,66.7,66.7
3153,888,103,2023-07-30,1,46.93,46.93
3154,55,175,2023-08-12,2,146.24,292.48
3155,536,151,2023-08-08,2,28.68,57.36
3156,547,136,2024-04-23,2,111.82,223.64
3157,182,157,2023-11-04,1,52.33,52.33
3158,185,152,2024-01-03,2,77.15,154.3
3159,188,192,2024-04-28,2,143.25,286.5
3160,96,12,2023-06-11,1,59.96,59.96
3161,74,106,2023-11-08,2,95.58,191.16
3162,923,60,2024-06-05,1,25.27,25.27
3163,655,182,2023-10-13,1,50.31,50.31
3164,11,31,2023-09-18,1,96.74,96.74
3165,538,1,2023-11-03,1,160.27,160.27
3166,789,32,2023-08-06,1,87.22,87.22
3167,347,136,2024-03-13,1,111.82,111.82
3168,642,55,2023-09-04,1,47.37,47.37
3169,968,196,2023-10-28,1,151.07,151.07
3170,708,184,2023-11-21,1,44.45,44.45
3171,461,162,2023-08-22,1,52.13,52.13
3172,536,108,2024-03-28,1,151.52,151.52
3173,548,72,2023-06-17,1,51.68,51.68
3174,928,113,2024-07-12,3,79.64,238.92000000000002
3175,683,79,2024-02-08,1,97.93,97.93
3176,905,196,2024-06-30,2,151.07,302.14
3177,636,200,2024-03-12,1,87.25,87.25
3178,182,75,2024-03-29,3,62.74,188.22
3179,833,138,2024-02-24,1,37.19,37.19
3180,42,104,2023-08-26,1,147.77,147.77
3181,908,17,2023-09-05,1,39.73,39.73
3182,23,191,2024-07-15,1,33.61,33.61
3183,753,163,2023-06-30,1,125.35,125.35
3184,619,101,2023-10-21,2,91.86,183.72
3185,370,172,2024-06-29,1,80.5,80.5
3186,979,2,2023-07-28,2,43.03,86.06
3187,912,69,2024-07-24,2,53.04,106.08
3188,763,4,2023-11-09,1,58.4,58.4
3189,426,17,2023-12-31,1,39.73,39.73
3190,575,85,2024-05-07,1,51.41,51.41
3191,693,90,2023-10-03,1,73.37,73.37
3192,257,156,2023-10-27,2,48.86,97.72
3193,557,116,2023-07-17,1,45.21,45.21
3194,783,191,2024-04-29,1,33.61,33.61
3195,240,14,2023-06-13,1,21.5,21.5
3196,624,44,2024-02-06,1,57.76,57.76
3197,98,146,2024-05-19,2,109.39,218.78
3198,581,195,2023-08-18,1,64.93,64.93
3199,406,121,2023-06-13,1,73.54,73.54
3200,718,28,2023-12-31,1,66.97,66.97
3201,226,17,2023-07-23,1,39.73,39.73
3202,673,80,2024-03-22,1,67.63,67.63
3203,624,74,2023-12-21,1,61.44,61.44
3204,357,187,2024-03-08,1,53.46,53.46
3205,382,188,2024-05-17,1,76.02,76.02
3206,747,78,2024-01-14,1,102.05,102.05
3207,284,153,2023-08-23,1,52.07,52.07
3208,82,165,2023-10-10,1,57.28,57.28
3209,779,118,2023-10-04,1,64.89,64.89
3210,69,137,2023-09-27,3,104.49,313.46999999999997
3211,436,191,2023-07-16,1,33.61,33.61
3212,701,200,2023-06-02,1,87.25,87.25
3213,898,68,2023-06-12,3,137.49,412.47
3214,42,86,2024-07-10,3,27.32,81.96000000000001
3215,667,194,2024-05-12,2,72.72,145.44
3216,6,28,2023-06-27,3,66.97,200.91
3217,795,40,2023-08-05,3,77.35,232.04999999999998
3218,328,190,2024-01-04,3,125.65,376.95000000000005
3219,701,73,2023-09-26,1,42.35,42.35
3220,677,152,2023-08-26,1,77.15,77.15
3221,160,14,2024-07-03,2,21.5,43.0
3222,745,41,2024-05-24,2,81.49,162.98
3223,278,199,2024-02-23,1,45.84,45.84
3224,222,130,2023-11-30,2,35.56,71.12
3225,216,86,2024-07-07,1,27.32,27.32
3226,800,180,2024-07-13,1,83.73,83.73
3227,658,164,2023-10-31,1,39.16,39.16
3228,974,194,2023-11-08,1,72.72,72.72
3229,430,73,2023-09-13,2,42.35,84.7
3230,753,32,2023-08-24,1,87.22,87.22
3231,852,104,2023-07-13,2,147.77,295.54
3232,278,47,2023-12-11,1,69.4,69.4
3233,995,172,2023-06-26,2,80.5,161.0
3234,137,82,2024-04-13,2,67.42,134.84
3235,943,64,2024-05-17,2,48.59,97.18
3236,280,49,2023-11-03,2,21.73,43.46
3237,654,99,2024-03-26,1,46.37,46.37
3238,264,11,2023-12-18,1,35.55,35.55
3239,329,128,2024-04-12,3,33.2,99.60000000000001
3240,315,186,2023-11-25,1,63.02,63.02
3241,247,73,2024-07-06,1,42.35,42.35
3242,431,117,2024-07-17,1,34.22,34.22
3243,805,3,2024-07-13,1,43.97,43.97
3244,539,197,2024-06-26,2,62.25,124.5
3245,182,98,2024-07-01,1,21.91,21.91
3246,758,18,2024-04-15,1,18.1,18.1
3247,190,198,2024-01-18,1,162.85,162.85
3248,238,119,2024-07-23,1,43.26,43.26
3249,447,82,2024-06-12,3,67.42,202.26
3250,513,5,2023-09-17,2,70.86,141.72
3251,115,18,2024-06-03,2,18.1,36.2
3252,145,144,2024-07-22,3,104.69,314.07
3253,488,48,2023-08-18,1,25.74,25.74
3254,669,65,2024-02-28,1,80.92,80.92
3255,397,57,2023-07-01,1,20.14,20.14
3256,357,91,2023-12-25,1,76.03,76.03
3257,164,170,2023-07-23,1,31.6,31.6
3258,835,2,2024-07-23,1,43.03,43.03
3259,894,90,2024-03-25,1,73.37,73.37
3260,270,84,2023-08-07,1,61.39,61.39
3261,413,60,2023-10-29,1,25.27,25.27
3262,188,186,2024-05-11,1,63.02,63.02
3263,127,123,2024-05-05,2,30.7,61.4
3264,328,82,2024-03-14,1,67.42,67.42
3265,566,52,2023-09-07,2,110.26,220.52
3266,718,62,2023-08-24,1,42.42,42.42
3267,447,181,2023-06-09,1,81.86,81.86
3268,975,12,2023-11-11,1,59.96,59.96
3269,568,9,2023-07-02,1,49.05,49.05
3270,404,84,2024-06-05,3,61.39,184.17000000000002
3271,337,121,2024-01-15,1,73.54,73.54
3272,349,70,2024-03-04,1,28.56,28.56
3273,853,178,2024-05-23,1,49.13,49.13
3274,586,182,2024-02-17,2,50.31,100.62
3275,219,147,2023-10-03,1,36.29,36.29
3276,559,100,2023-06-03,1,72.82,72.82
3277,476,76,2024-05-19,1,37.89,37.89
3278,594,69,2023-06-11,1,53.04,53.04
3279,854,99,2023-10-05,2,46.37,92.74
3280,852,113,2023-11-04,2,79.64,159.28
3281,300,89,2024-01-04,1,39.84,39.84
3282,651,163,2023-12-04,1,125.35,125.35
3283,260,185,2023-07-15,1,7.85,7.85
3284,520,5,2023-06-12,3,70.86,212.57999999999998
3285,515,190,2023-08-23,1,125.65,125.65
3286,239,23,2023-10-15,3,95.95,287.85
3287,255,200,2024-07-20,1,87.25,87.25
3288,272,6,2023-11-27,2,31.35,62.7
3289,639,36,2023-07-11,1,71.96,71.96
3290,139,12,2023-12-31,1,59.96,59.96
3291,378,55,2023-11-22,1,47.37,47.37
3292,16,4,2024-04-13,1,58.4,58.4
3293,253,48,2023-09-23,1,25.74,25.74
3294,847,123,2023-11-05,1,30.7,30.7
3295,305,162,2023-09-04,1,52.13,52.13
3296,190,53,2024-07-15,1,78.83,78.83
3297,320,113,2024-07-14,1,79.64,79.64
3298,17,116,2024-05-03,1,45.21,45.21
3299,456,97,2023-06-15,2,122.19,244.38
3300,403,89,2024-01-09,1,39.84,39.84
3301,677,124,2023-06-26,1,46.49,46.49
3302,215,110,2023-12-27,1,88.23,88.23
3303,307,39,2024-01-10,1,71.24,71.24
3304,207,105,2024-02-24,1,131.55,131.55
3305,711,131,2023-06-07,1,39.89,39.89
3306,936,160,2024-04-29,1,92.73,92.73
3307,544,154,2023-07-11,2,26.91,53.82
3308,946,26,2024-05-03,1,95.73,95.73
3309,79,53,2024-05-27,3,78.83,236.49
3310,657,79,2024-01-16,3,97.93,293.79
3311,836,113,2023-11-23,1,79.64,79.64
3312,195,153,2024-04-09,1,52.07,52.07
3313,802,101,2023-08-17,2,91.86,183.72
3314,844,181,2024-06-16,1,81.86,81.86
3315,752,133,2023-06-20,1,91.57,91.57
3316,238,56,2023-06-13,1,53.03,53.03
3317,952,96,2023-09-04,3,101.67,305.01
3318,301,147,2024-03-17,1,36.29,36.29
3319,460,135,2024-05-06,1,38.65,38.65
3320,36,174,2023-12-19,1,125.69,125.69
3321,385,161,2023-09-10,2,88.44,176.88
3322,225,77,2023-06-11,2,94.42,188.84
3323,347,102,2024-04-29,1,56.22,56.22
3324,956,133,2024-06-19,1,91.57,91.57
3325,16,150,2023-08-29,1,112.7,112.7
3326,795,7,2023-10-10,3,46.94,140.82
3327,793,137,2023-08-10,1,104.49,104.49
3328,855,135,2024-02-26,1,38.65,38.65
3329,955,79,2024-07-12,1,97.93,97.93
3330,895,137,2024-05-10,1,104.49,104.49
3331,799,110,2023-07-02,1,88.23,88.23
3332,711,26,2023-12-23,1,95.73,95.73
3333,819,90,2023-06-17,1,73.37,73.37
3334,420,29,2024-04-27,1,29.27,29.27
3335,935,25,2024-03-06,1,52.28,52.28
3336,195,104,2023-09-28,3,147.77,443.31000000000006
3337,183,126,2024-01-03,3,111.05,333.15
3338,446,174,2023-12-06,1,125.69,125.69
3339,152,186,2024-04-19,1,63.02,63.02
3340,196,63,2023-11-18,1,75.4,75.4
3341,712,184,2023-12-11,1,44.45,44.45
3342,296,138,2023-12-07,2,37.19,74.38
3343,908,2,2023-07-30,1,43.03,43.03
3344,905,150,2024-02-06,1,112.7,112.7
3345,623,91,2024-05-22,3,76.03,228.09
3346,419,193,2023-08-01,3,50.59,151.77
3347,359,151,2023-09-15,1,28.68,28.68
3348,727,141,2023-10-15,1,48.0,48.0
3349,288,163,2023-08-23,2,125.35,250.7
3350,611,189,2023-08-13,2,74.88,149.76
3351,707,110,2023-09-13,1,88.23,88.23
3352,786,69,2024-06-21,1,53.04,53.04
3353,18,76,2023-10-10,1,37.89,37.89
3354,96,158,2023-07-08,1,47.24,47.24
3355,791,86,2024-01-27,3,27.32,81.96000000000001
3356,252,107,2023-10-16,1,26.47,26.47
3357,718,43,2023-09-10,1,83.23,83.23
3358,360,22,2023-11-12,1,46.66,46.66
3359,733,119,2024-02-02,2,43.26,86.52
3360,179,117,2024-04-23,1,34.22,34.22
3361,47,28,2024-02-11,1,66.97,66.97
3362,337,8,2024-03-17,1,68.2,68.2
3363,384,36,2024-05-31,1,71.96,71.96
3364,809,24,2023-10-27,1,20.42,20.42
3365,967,48,2023-09-23,1,25.74,25.74
3366,645,96,2023-06-21,1,101.67,101.67
3367,421,155,2024-05-17,2,88.2,176.4
3368,507,23,2023-09-17,1,95.95,95.95
3369,926,135,2023-06-13,1,38.65,38.65
3370,326,98,2023-08-09,2,21.91,43.82
3371,78,110,2024-07-09,1,88.23,88.23
3372,674,112,2024-05-03,2,31.9,63.8
3373,44,63,2023-08-22,1,75.4,75.4
3374,442,158,2024-01-05,1,47.24,47.24
3375,863,198,2023-06-01,3,162.85,488.54999999999995
3376,343,161,2023-08-01,2,88.44,176.88
3377,472,6,2023-07-20,2,31.35,62.7
3378,830,102,2024-04-14,2,56.22,112.44
3379,263,47,2023-09-29,2,69.4,138.8
3380,188,6,2023-10-11,1,31.35,31.35
3381,206,179,2024-04-12,1,45.82,45.82
3382,669,117,2024-02-08,1,34.22,34.22
3383,810,186,2024-07-03,2,63.02,126.04
3384,18,90,2023-11-26,1,73.37,73.37
3385,413,107,2023-10-10,1,26.47,26.47
3386,960,149,2024-06-25,2,44.74,89.48
3387,15,121,2024-04-28,1,73.54,73.54
3388,527,125,2024-07-09,1,66.7,66.7
3389,494,187,2024-07-10,2,53.46,106.92
3390,989,139,2023-11-07,2,35.38,70.76
3391,771,9,2024-01-09,1,49.05,49.05
3392,578,80,2024-02-09,1,67.63,67.63
3393,453,129,2024-07-22,1,51.22,51.22
3394,323,128,2023-09-15,2,33.2,66.4
3395,114,178,2024-05-26,1,49.13,49.13
3396,428,64,2024-01-10,1,48.59,48.59
3397,728,71,2023-10-08,1,27.9,27.9
3398,517,80,2023-10-18,1,67.63,67.63
3399,610,55,2023-09-02,1,47.37,47.37
3400,83,172,2023-11-28,2,80.5,161.0
3401,373,40,2023-08-17,1,77.35,77.35
3402,639,174,2024-01-13,1,125.69,125.69
3403,514,100,2023-11-07,1,72.82,72.82
3404,744,72,2024-01-17,1,51.68,51.68
3405,234,126,2024-05-13,1,111.05,111.05
3406,809,53,2023-09-27,1,78.83,78.83
3407,433,157,2023-12-21,1,52.33,52.33
3408,252,38,2024-06-26,1,44.3,44.3
3409,110,90,2024-03-09,1,73.37,73.37
3410,676,136,2024-02-02,1,111.82,111.82
3411,365,157,2023-12-14,3,52.33,156.99
3412,144,33,2023-06-21,1,125.96,125.96
3413,730,73,2024-06-11,2,42.35,84.7
3414,893,32,2023-12-07,2,87.22,174.44
3415,214,125,2024-03-11,3,66.7,200.10000000000002
3416,527,19,2024-06-22,1,34.99,34.99
3417,389,1,2024-04-21,3,160.27,480.81000000000006
3418,525,80,2024-02-21,1,67.63,67.63
3419,851,120,2024-02-15,1,33.36,33.36
3420,713,186,2024-02-28,1,63.02,63.02
3421,862,94,2024-05-22,1,94.12,94.12
3422,112,144,2023-10-15,1,104.69,104.69
3423,728,186,2023-12-14,1,63.02,63.02
3424,480,175,2023-11-25,2,146.24,292.48
3425,960,101,2024-02-17,1,91.86,91.86
3426,340,82,2024-03-06,1,67.42,67.42
3427,721,119,2024-07-20,3,43.26,129.78
3428,385,44,2023-10-09,1,57.76,57.76
3429,728,136,2024-07-08,1,111.82,111.82
3430,797,170,2023-12-03,1,31.6,31.6
3431,358,74,2024-06-27,1,61.44,61.44
3432,951,64,2024-02-27,1,48.59,48.59
3433,684,82,2023-09-23,1,67.42,67.42
3434,582,64,2023-06-09,1,48.59,48.59
3435,830,69,2023-08-10,1,53.04,53.04
3436,649,185,2024-01-19,2,7.85,15.7
3437,818,30,2024-07-01,1,25.01,25.01
3438,796,92,2023-06-02,1,19.84,19.84
3439,741,184,2024-02-17,2,44.45,88.9
3440,662,165,2024-06-15,1,57.28,57.28
3441,848,112,2024-03-24,1,31.9,31.9
3442,964,91,2024-02-08,1,76.03,76.03
3443,943,93,2023-07-01,3,102.91,308.73
3444,334,97,2024-03-08,1,122.19,122.19
3445,7,107,2024-06-16,1,26.47,26.47
3446,645,19,2024-07-11,1,34.99,34.99
3447,960,159,2023-06-21,1,126.13,126.13
3448,899,175,2023-10-23,1,146.24,146.24
3449,378,53,2023-12-18,1,78.83,78.83
3450,539,187,2023-07-09,1,53.46,53.46
3451,875,44,2023-07-26,1,57.76,57.76
3452,414,78,2023-06-12,1,102.05,102.05
3453,130,13,2023-12-03,1,94.17,94.17
3454,623,47,2024-04-10,1,69.4,69.4
3455,741,132,2023-11-19,1,59.37,59.37
3456,836,11,2024-05-29,1,35.55,35.55
3457,513,7,2024-02-20,1,46.94,46.94
3458,91,47,2024-02-01,2,69.4,138.8
3459,751,24,2024-04-17,1,20.42,20.42
3460,180,172,2024-04-04,1,80.5,80.5
3461,485,152,2024-06-04,2,77.15,154.3
3462,492,61,2023-08-21,1,71.58,71.58
3463,945,147,2024-03-15,1,36.29,36.29
3464,291,111,2024-06-24,2,106.41,212.82
3465,958,29,2023-11-12,1,29.27,29.27
3466,935,151,2023-11-11,1,28.68,28.68
3467,817,142,2024-04-09,1,47.23,47.23
3468,951,77,2023-09-09,1,94.42,94.42
3469,573,3,2023-11-11,1,43.97,43.97
3470,853,50,2023-10-08,1,41.74,41.74
3471,568,120,2024-02-13,1,33.36,33.36
3472,619,68,2024-03-26,1,137.49,137.49
3473,78,189,2024-03-21,1,74.88,74.88
3474,403,179,2024-03-29,1,45.82,45.82
3475,650,40,2023-09-17,1,77.35,77.35
3476,220,77,2023-11-01,2,94.42,188.84
3477,682,60,2023-10-30,1,25.27,25.27
3478,648,85,2023-10-12,1,51.41,51.41
3479,548,164,2023-07-07,3,39.16,117.47999999999999
3480,928,123,2023-07-12,1,30.7,30.7
3481,275,2,2023-12-30,1,43.03,43.03
3482,631,59,2023-11-22,1,40.91,40.91
3483,306,110,2024-04-11,1,88.23,88.23
3484,803,59,2023-08-22,2,40.91,81.82
3485,733,97,2023-07-05,2,122.19,244.38
3486,854,22,2024-07-24,1,46.66,46.66
3487,187,9,2024-02-27,1,49.05,49.05
3488,396,38,2024-01-05,1,44.3,44.3
3489,313,100,2024-02-08,1,72.82,72.82
3490,44,188,2024-07-19,2,76.02,152.04
3491,401,186,2023-12-31,1,63.02,63.02
3492,13,152,2023-10-21,1,77.15,77.15
3493,328,27,2023-06-02,1,136.79,136.79
3494,434,84,2023-08-07,1,61.39,61.39
3495,32,69,2023-11-30,1,53.04,53.04
3496,699,74,2023-06-21,1,61.44,61.44
3497,11,191,2024-06-15,1,33.61,33.61
3498,669,152,2024-01-28,1,77.15,77.15
3499,861,166,2023-12-22,1,21.08,21.08
3500,373,190,2023-09-19,1,125.65,125.65
3501,700,88,2024-07-09,1,111.76,111.76
3502,430,70,2024-02-24,1,28.56,28.56
3503,995,74,2024-03-22,1,61.44,61.44
3504,847,142,2024-05-03,2,47.23,94.46
3505,459,50,2023-11-29,2,41.74,83.48
3506,206,58,2023-07-17,1,32.06,32.06
3507,708,91,2024-03-08,1,76.03,76.03
3508,51,51,2024-01-20,1,130.19,130.19
3509,925,66,2024-06-08,1,49.68,49.68
3510,151,82,2023-10-14,1,67.42,67.42
3511,71,81,2024-04-22,1,113.98,113.98
3512,3,32,2023-08-22,1,87.22,87.22
3513,233,118,2024-07-01,1,64.89,64.89
3514,538,129,2023-11-13,1,51.22,51.22
3515,327,55,2023-10-06,1,47.37,47.37
3516,829,33,2023-07-14,2,125.96,251.92
3517,453,160,2023-07-02,3,92.73,278.19
3518,192,112,2024-05-17,1,31.9,31.9
3519,589,36,2024-06-08,3,71.96,215.88
3520,989,87,2023-11-02,2,26.76,53.52
3521,35,7,2024-03-09,2,46.94,93.88
3522,684,110,2023-09-17,1,88.23,88.23
3523,766,51,2023-11-12,1,130.19,130.19
3524,131,23,2023-10-24,1,95.95,95.95
3525,13,10,2023-07-04,1,100.18,100.18
3526,675,30,2023-12-05,3,25.01,75.03
3527,641,13,2023-06-14,3,94.17,282.51
3528,883,141,2023-09-07,3,48.0,144.0
3529,186,128,2023-09-06,2,33.2,66.4
3530,531,93,2024-03-01,1,102.91,102.91
3531,409,61,2024-06-13,2,71.58,143.16
3532,359,2,2023-08-24,2,43.03,86.06
3533,115,90,2024-05-22,1,73.37,73.37
3534,323,2,2024-03-28,1,43.03,43.03
3535,571,23,2024-03-11,2,95.95,191.9
3536,328,29,2024-06-30,1,29.27,29.27
3537,367,185,2024-06-14,3,7.85,23.549999999999997
3538,615,45,2023-09-28,1,60.73,60.73
3539,589,112,2024-05-25,1,31.9,31.9
3540,504,92,2024-07-12,1,19.84,19.84
3541,633,190,2023-07-09,1,125.65,125.65
3542,139,5,2024-04-30,2,70.86,141.72
3543,204,59,2023-07-13,1,40.91,40.91
3544,662,68,2024-02-29,1,137.49,137.49
3545,519,194,2024-01-17,1,72.72,72.72
3546,304,97,2024-05-31,1,122.19,122.19
3547,42,157,2023-07-22,1,52.33,52.33
3548,885,104,2023-11-30,1,147.77,147.77
3549,993,53,2024-04-05,1,78.83,78.83
3550,58,193,2024-05-22,2,50.59,101.18
3551,448,6,2024-04-12,2,31.35,62.7
3552,19,157,2023-11-21,1,52.33,52.33
3553,417,24,2023-11-12,1,20.42,20.42
3554,358,76,2024-04-08,1,37.89,37.89
3555,476,145,2024-01-29,2,51.86,103.72
3556,796,110,2023-06-18,2,88.23,176.46
3557,772,172,2023-08-15,2,80.5,161.0
3558,701,82,2024-01-17,1,67.42,67.42
3559,819,131,2023-10-08,2,39.89,79.78
3560,113,157,2024-05-06,2,52.33,104.66
3561,887,199,2024-04-18,1,45.84,45.84
3562,546,83,2024-04-14,2,26.4,52.8
3563,190,86,2024-05-28,2,27.32,54.64
3564,833,110,2024-03-30,1,88.23,88.23
3565,138,55,2024-04-09,1,47.37,47.37
3566,944,3,2023-06-23,2,43.97,87.94
3567,888,30,2024-06-29,3,25.01,75.03
3568,642,54,2023-07-10,3,42.89,128.67000000000002
3569,702,27,2023-12-26,1,136.79,136.79
3570,657,26,2024-02-19,1,95.73,95.73
3571,608,109,2024-03-28,1,52.31,52.31
3572,401,74,2023-11-30,1,61.44,61.44
3573,886,46,2023-11-24,1,76.38,76.38
3574,956,124,2024-03-09,1,46.49,46.49
3575,680,63,2023-06-09,2,75.4,150.8
3576,190,112,2024-06-02,2,31.9,63.8
3577,651,157,2024-03-29,2,52.33,104.66
3578,333,107,2024-06-22,1,26.47,26.47
3579,865,57,2024-02-06,1,20.14,20.14
3580,513,193,2023-09-07,1,50.59,50.59
3581,829,1,2023-07-10,2,160.27,320.54
3582,519,197,2024-05-11,1,62.25,62.25
3583,880,100,2024-05-25,1,72.82,72.82
3584,164,52,2023-06-02,2,110.26,220.52
3585,29,119,2023-12-14,3,43.26,129.78
3586,79,23,2024-06-14,2,95.95,191.9
3587,954,190,2023-07-17,1,125.65,125.65
3588,714,29,2023-12-17,2,29.27,58.54
3589,116,9,2024-07-09,1,49.05,49.05
3590,14,189,2023-12-19,1,74.88,74.88
