event_id,customer_id,event_time,event_type,session_id
11489,325,2023-07-24 02:01:00,purchase,376599
11490,922,2023-10-29 21:05:00,view,955907
11491,325,2024-04-04 11:13:00,view,931434
11492,822,2023-12-18 19:34:00,view,203989
11493,430,2023-10-07 07:18:00,purchase,587207
11494,249,2024-06-10 10:59:00,add_to_cart,215823
11495,209,2024-03-03 04:29:00,view,256709
11496,120,2023-11-05 15:44:00,view,975856
11497,490,2023-09-16 15:12:00,view,591446
11498,494,2024-05-02 21:35:00,view,131678
11499,813,2023-06-21 02:09:00,view,199657
11500,338,2024-04-14 19:40:00,view,281342
11501,109,2024-04-29 01:06:00,view,283507
11502,385,2023-06-21 12:23:00,view,591541
11503,218,2023-07-23 03:35:00,view,428573
11504,990,2024-07-24 14:55:00,view,274245
11505,501,2023-07-27 10:41:00,purchase,710027
11506,58,2024-03-20 15:36:00,view,983499
11507,944,2023-09-11 06:43:00,add_to_cart,108270
11508,660,2023-06-18 11:40:00,add_to_cart,970921
11509,405,2023-06-06 07:39:00,purchase,176514
11510,973,2024-07-12 18:01:00,view,564055
11511,312,2023-06-03 10:06:00,view,682601
11512,439,2023-06-17 03:15:00,view,190382
11513,151,2023-08-10 09:44:00,view,811318
11514,60,2024-01-12 06:39:00,view,408357
11515,270,2023-08-26 15:00:00,view,905018
11516,330,2024-07-13 23:33:00,view,975420
11517,185,2024-03-13 08:58:00,view,464047
11518,763,2024-07-01 16:14:00,view,921306
11519,521,2024-06-18 13:21:00,view,542132
11520,609,2023-07-01 17:54:00,view,380336
11521,371,2024-06-03 12:07:00,add_to_cart,782127
11522,580,2024-06-23 22:54:00,view,823980
11523,394,2023-10-29 16:07:00,view,522883
11524,241,2024-03-21 06:25:00,add_to_cart,183514
11525,736,2023-09-30 08:11:00,purchase,950127
11526,809,2023-06-06 01:11:00,purchase,897529
11527,835,2024-06-16 09:28:00,view,464289
11528,560,2024-01-13 01:00:00,view,844340
11529,851,2024-05-19 20:59:00,view,252506
11530,226,2023-12-25 04:12:00,add_to_cart,992877
11531,128,2024-06-27 20:11:00,add_to_cart,940144
11532,299,2023-12-26 09:04:00,view,938539
11533,462,2023-07-17 06:51:00,view,549212
11534,963,2023-06-11 04:25:00,add_to_cart,906849
11535,752,2024-06-04 19:24:00,purchase,891002
11536,239,2023-11-03 20:48:00,view,844905
11537,432,2023-12-28 11:09:00,view,277308
11538,698,2023-11-13 15:00:00,view,929576
11539,230,2024-03-15 19:40:00,view,660665
11540,707,2024-07-14 08:12:00,view,529781
11541,46,2023-06-26 06:07:00,view,663767
11542,125,2023-10-28 17:50:00,view,799489
11543,626,2024-07-11 22:29:00,view,691789
11544,329,2023-11-22 10:40:00,view,967121
11545,566,2024-04-17 02:32:00,view,654757
11546,682,2023-06-17 09:07:00,view,345774
11547,954,2023-09-27 18:03:00,view,134337
11548,749,2024-04-14 15:46:00,add_to_cart,533499
11549,355,2024-07-12 20:11:00,view,106928
11550,775,2023-08-04 00:49:00,view,338221
11551,75,2024-06-28 05:35:00,view,405728
11552,113,2024-01-21 23:45:00,view,180281
11553,160,2023-11-19 20:15:00,view,414638
11554,229,2023-10-03 21:56:00,view,502966
11555,645,2023-08-26 02:21:00,view,391385
11556,951,2024-07-05 17:28:00,view,734602
11557,966,2023-08-25 15:26:00,add_to_cart,555869
11558,367,2024-01-31 08:17:00,view,813318
11559,362,2024-03-23 17:59:00,view,323063
11560,880,2023-06-25 05:11:00,view,733092
11561,666,2024-02-20 23:13:00,add_to_cart,952382
11562,352,2023-10-25 14:08:00,add_to_cart,752551
11563,356,2023-11-17 21:49:00,view,603406
11564,342,2024-06-20 14:51:00,view,477795
11565,372,2024-06-01 11:31:00,view,278439
11566,510,2024-01-27 16:02:00,view,146546
11567,89,2023-12-19 15:09:00,add_to_cart,616798
11568,543,2023-08-30 17:34:00,view,279728
11569,513,2023-08-04 14:52:00,view,480187
11570,890,2023-06-28 18:30:00,view,489939
11571,720,2024-01-31 16:58:00,view,514947
11572,928,2024-06-26 14:13:00,view,609205
11573,944,2024-01-31 02:20:00,view,934971
11574,610,2024-07-21 15:26:00,view,277237
11575,947,2024-02-22 23:37:00,view,742980
11576,305,2023-10-27 08:33:00,view,400071
11577,415,2024-04-05 15:01:00,view,476623
11578,587,2024-06-03 03:26:00,view,172605
11579,761,2024-03-23 00:45:00,add_to_cart,635898
11580,936,2023-06-18 00:23:00,add_to_cart,970817
11581,728,2024-03-05 17:30:00,view,596171
11582,173,2023-09-28 00:36:00,purchase,318817
11583,20,2024-03-29 09:22:00,view,132499
11584,125,2024-04-02 13:37:00,view,956205
11585,866,2023-07-09 04:14:00,view,687258
11586,33,2023-06-28 11:59:00,view,317079
11587,855,2023-12-21 22:39:00,add_to_cart,303852
11588,817,2023-07-08 02:12:00,view,977463
11589,98,2023-11-04 19:37:00,view,662749
11590,816,2024-07-15 01:03:00,view,636238
11591,945,2024-05-20 07:08:00,view,943360
11592,730,2024-05-26 02:22:00,view,785605
11593,902,2023-12-09 08:02:00,view,234863
11594,274,2024-06-05 02:00:00,view,434535
11595,53,2024-02-15 16:17:00,view,818608
11596,929,2023-11-19 08:40:00,view,654678
11597,816,2024-04-17 17:10:00,add_to_cart,947009
11598,607,2024-02-27 14:54:00,add_to_cart,684172
11599,541,2023-06-23 09:31:00,add_to_cart,647928
11600,963,2024-02-24 05:19:00,view,633648
11601,820,2024-06-22 03:45:00,add_to_cart,433959
11602,230,2024-06-06 12:19:00,view,654169
11603,350,2024-07-16 10:28:00,add_to_cart,913313
11604,850,2023-12-15 15:12:00,view,762026
11605,367,2023-09-12 19:01:00,view,998049
11606,518,2023-07-30 02:17:00,view,439170
11607,649,2023-09-16 17:48:00,view,421039
11608,950,2023-09-30 00:05:00,add_to_cart,880067
11609,729,2024-02-27 14:56:00,view,961453
11610,694,2024-05-08 07:34:00,view,943567
11611,863,2024-03-19 08:53:00,view,941015
11612,5,2023-07-16 13:05:00,purchase,347559
11613,747,2024-07-18 05:38:00,view,931611
11614,72,2023-10-10 01:48:00,view,364214
11615,998,2024-03-29 21:34:00,view,101349
11616,264,2023-12-10 05:00:00,view,341220
11617,802,2023-11-26 23:19:00,add_to_cart,370790
11618,336,2024-01-16 13:36:00,add_to_cart,141432
11619,572,2023-11-02 08:51:00,view,900247
11620,44,2024-05-31 12:18:00,view,807123
11621,364,2023-11-01 12:56:00,view,612321
11622,753,2023-08-29 04:57:00,view,146780
11623,625,2024-05-12 09:01:00,add_to_cart,607760
11624,303,2023-06-15 00:55:00,view,970846
11625,135,2023-11-26 11:20:00,view,169742
11626,302,2024-03-06 21:20:00,add_to_cart,340116
11627,655,2024-06-20 00:27:00,view,279718
11628,537,2023-12-30 15:25:00,view,174938
11629,575,2024-05-27 17:12:00,view,573834
11630,225,2023-12-13 23:40:00,view,882822
11631,840,2023-07-02 12:48:00,view,815785
11632,530,2023-10-20 21:08:00,view,427197
11633,40,2024-02-09 10:54:00,view,730296
11634,173,2023-12-05 08:18:00,view,648890
11635,749,2023-08-14 21:38:00,view,503106
11636,41,2024-01-19 16:29:00,add_to_cart,627963
11637,342,2024-05-13 16:51:00,view,927920
11638,693,2023-11-17 17:59:00,view,508359
11639,145,2023-06-17 05:58:00,add_to_cart,510394
11640,748,2023-06-11 07:38:00,view,204190
11641,888,2023-09-04 21:35:00,view,864003
11642,80,2023-10-06 23:25:00,view,570537
11643,520,2023-12-05 21:56:00,view,520724
11644,975,2023-06-12 11:43:00,view,845903
11645,852,2024-01-23 08:35:00,view,528728
11646,284,2023-10-05 03:20:00,view,501355
11647,524,2024-01-16 18:23:00,view,786103
11648,237,2024-01-10 15:18:00,view,904360
11649,948,2023-12-10 19:08:00,view,553071
11650,921,2023-07-05 20:08:00,view,448928
11651,866,2023-06-05 18:26:00,view,846293
11652,469,2023-06-10 20:32:00,view,694678
11653,603,2024-01-07 16:14:00,view,805832
11654,499,2024-02-15 03:51:00,view,444681
11655,565,2024-02-18 11:20:00,view,109361
11656,580,2024-01-12 02:49:00,view,892405
11657,434,2023-06-23 20:27:00,view,211946
11658,356,2023-08-27 14:27:00,add_to_cart,468729
11659,898,2024-05-16 05:51:00,purchase,791482
11660,521,2024-06-05 19:40:00,view,936784
11661,632,2023-08-15 22:11:00,add_to_cart,484066
11662,245,2024-06-18 06:47:00,view,389966
11663,491,2023-07-12 14:38:00,view,429052
11664,903,2024-01-14 00:27:00,view,943938
11665,323,2024-05-16 16:31:00,view,746971
11666,205,2024-06-26 17:56:00,view,282503
11667,32,2023-06-06 23:06:00,view,389039
11668,287,2023-07-14 10:48:00,view,301880
11669,13,2023-11-17 19:21:00,view,121465
11670,785,2024-05-20 15:49:00,view,699012
11671,979,2024-04-24 01:07:00,view,207893
11672,846,2023-11-10 21:32:00,add_to_cart,881554
11673,603,2024-03-21 08:26:00,view,871883
11674,343,2024-03-24 00:38:00,view,512943
11675,411,2024-07-15 12:28:00,view,141895
11676,245,2024-01-30 23:03:00,add_to_cart,565150
11677,653,2023-11-23 21:14:00,view,423051
11678,738,2023-11-19 21:47:00,add_to_cart,343077
11679,899,2024-01-03 16:22:00,view,858598
11680,182,2024-02-25 03:38:00,view,804316
11681,603,2023-06-03 00:19:00,view,812256
11682,180,2023-10-04 05:39:00,view,185666
11683,246,2023-11-28 00:19:00,view,488736
11684,160,2024-03-25 20:23:00,add_to_cart,871220
11685,101,2024-02-13 21:27:00,add_to_cart,496168
11686,8,2024-05-17 04:40:00,purchase,297308
11687,979,2024-06-13 09:45:00,view,971799
11688,416,2023-11-25 20:12:00,purchase,602922
11689,785,2023-10-12 12:12:00,view,608601
11690,958,2023-12-21 20:26:00,view,178796
11691,854,2024-02-16 17:02:00,view,149594
11692,485,2024-01-07 06:48:00,view,498496
11693,248,2023-06-15 15:06:00,view,667780
11694,1000,2023-08-16 21:12:00,view,987068
11695,417,2023-06-05 22:28:00,add_to_cart,405516
11696,593,2024-05-13 20:38:00,add_to_cart,641455
11697,917,2024-01-23 19:01:00,purchase,239185
11698,744,2023-09-17 15:25:00,view,891956
11699,869,2023-08-21 17:43:00,view,843803
11700,14,2024-02-17 20:22:00,view,748422
11701,114,2023-10-29 11:07:00,view,804782
11702,419,2023-09-29 07:26:00,view,676810
11703,929,2023-12-20 16:51:00,view,707938
11704,852,2024-05-15 02:24:00,view,651068
11705,704,2023-07-04 18:56:00,add_to_cart,252102
11706,10,2023-07-02 05:02:00,view,462101
11707,615,2024-01-12 02:04:00,view,466146
11708,803,2023-10-25 22:43:00,view,112825
11709,586,2024-06-12 16:45:00,view,411851
11710,386,2023-07-25 00:39:00,view,144313
11711,137,2024-05-30 17:50:00,view,307714
11712,1000,2023-12-06 13:55:00,add_to_cart,485485
11713,374,2024-02-09 03:37:00,add_to_cart,621205
11714,373,2023-07-15 04:00:00,view,667883
11715,65,2024-01-30 05:48:00,purchase,495822
11716,995,2024-02-17 19:30:00,view,417734
11717,248,2024-04-09 07:23:00,view,713341
11718,778,2024-06-16 10:41:00,view,401902
11719,715,2024-03-24 03:46:00,view,198074
11720,794,2024-03-07 22:34:00,view,520003
11721,691,2023-12-23 17:10:00,view,222426
11722,390,2024-05-22 09:36:00,view,625657
11723,687,2024-01-20 17:21:00,view,960351
11724,916,2023-08-19 00:12:00,add_to_cart,686836
11725,96,2023-09-25 05:24:00,add_to_cart,926090
11726,694,2024-02-02 12:23:00,view,208028
11727,438,2023-07-27 04:29:00,view,461423
11728,489,2024-01-31 09:18:00,view,590578
11729,39,2024-06-17 06:29:00,view,575824
11730,112,2024-03-15 20:28:00,view,239473
11731,738,2024-02-22 18:37:00,view,473973
11732,630,2024-07-13 11:11:00,view,892355
11733,177,2024-06-12 21:01:00,add_to_cart,426890
11734,889,2023-08-23 14:18:00,view,616001
11735,167,2023-10-08 12:11:00,add_to_cart,142741
11736,414,2023-09-03 23:32:00,view,148326
11737,110,2023-12-05 00:21:00,view,357738
11738,71,2023-08-01 08:00:00,add_to_cart,976994
11739,354,2023-07-23 07:49:00,view,937570
11740,619,2023-09-25 05:59:00,add_to_cart,646934
11741,275,2024-02-06 17:26:00,view,618116
11742,609,2023-11-04 20:10:00,add_to_cart,266857
11743,845,2023-08-07 13:53:00,view,711235
11744,454,2024-05-21 00:59:00,view,541178
11745,410,2024-03-08 23:00:00,view,543540
11746,112,2024-07-15 07:35:00,add_to_cart,294246
11747,832,2023-12-28 11:13:00,add_to_cart,570290
11748,75,2024-03-06 11:13:00,view,228289
11749,350,2024-01-16 07:24:00,view,202819
11750,270,2023-10-19 14:06:00,view,534720
11751,162,2024-02-22 13:37:00,view,874429
11752,166,2023-09-19 08:52:00,view,121808
11753,836,2024-06-30 10:29:00,view,538122
11754,760,2023-07-19 03:47:00,view,814566
11755,256,2023-08-28 15:04:00,add_to_cart,830979
11756,20,2023-12-21 08:53:00,view,892022
11757,473,2024-01-20 19:31:00,view,422746
11758,516,2024-03-03 10:15:00,view,230977
11759,612,2023-10-20 10:53:00,view,546065
11760,367,2023-06-10 20:24:00,view,703191
11761,570,2024-03-23 20:47:00,view,225340
11762,288,2024-05-26 18:55:00,view,536673
11763,878,2023-11-10 05:46:00,add_to_cart,780853
11764,880,2023-06-28 00:36:00,view,822215
11765,166,2023-09-30 00:14:00,add_to_cart,950849
11766,648,2024-05-23 02:45:00,view,164708
11767,494,2023-09-07 11:08:00,view,585994
11768,45,2023-11-09 02:02:00,view,502325
11769,653,2023-12-07 16:00:00,view,140303
11770,860,2023-12-16 22:41:00,view,825605
11771,959,2023-11-20 10:47:00,view,709188
11772,69,2024-04-24 01:56:00,add_to_cart,972555
11773,77,2024-01-13 06:11:00,view,203734
11774,123,2023-12-12 20:27:00,add_to_cart,910098
11775,646,2023-12-17 19:29:00,add_to_cart,240947
11776,469,2024-07-02 07:36:00,view,897194
11777,285,2024-06-25 18:28:00,view,470653
11778,275,2023-06-14 02:20:00,view,383875
11779,686,2024-06-03 10:46:00,view,691429
11780,466,2023-10-17 21:50:00,view,725418
11781,183,2024-04-27 10:35:00,add_to_cart,431223
11782,113,2024-06-04 16:32:00,add_to_cart,231297
11783,961,2024-03-24 01:06:00,view,161389
11784,130,2023-08-05 21:58:00,view,800416
11785,262,2023-09-07 12:58:00,view,733611
11786,987,2023-09-29 17:10:00,view,894812
11787,936,2024-04-28 17:23:00,purchase,658642
11788,138,2024-04-18 15:36:00,view,180825
11789,62,2024-03-13 03:25:00,view,278492
11790,562,2024-04-09 23:05:00,view,264153
11791,130,2023-12-14 16:47:00,add_to_cart,334006
11792,289,2023-06-14 06:18:00,add_to_cart,324683
11793,497,2024-01-20 14:34:00,view,829342
11794,636,2023-07-30 10:50:00,view,312102
11795,368,2024-03-26 14:27:00,add_to_cart,612718
11796,766,2023-11-02 15:32:00,view,568308
11797,557,2024-02-12 22:25:00,view,353362
11798,143,2023-06-03 00:03:00,view,932195
11799,398,2023-07-09 20:33:00,view,137825
11800,571,2024-03-12 15:34:00,view,440735
11801,746,2024-06-21 02:36:00,add_to_cart,303028
11802,430,2023-06-15 12:47:00,purchase,556445
11803,238,2023-06-07 03:09:00,view,132871
11804,101,2024-06-10 18:04:00,view,601008
11805,167,2023-11-16 15:13:00,view,827551
11806,186,2024-03-29 18:22:00,add_to_cart,367338
11807,70,2023-10-06 04:16:00,add_to_cart,455030
11808,144,2024-05-23 20:37:00,view,355641
11809,599,2024-02-10 08:58:00,view,262740
11810,462,2024-02-02 15:00:00,view,441661
11811,837,2023-11-13 13:32:00,view,868662
11812,969,2024-03-08 05:22:00,view,539029
11813,343,2023-10-29 04:10:00,view,410230
11814,997,2023-08-16 06:29:00,add_to_cart,564898
11815,493,2023-12-17 13:03:00,view,888368
11816,448,2024-07-12 11:06:00,view,874530
11817,583,2023-10-16 03:35:00,view,808852
11818,732,2023-07-25 04:25:00,view,241201
11819,207,2023-08-03 16:57:00,view,526496
11820,538,2023-09-20 07:15:00,add_to_cart,216613
11821,747,2023-07-07 23:00:00,view,258917
11822,308,2023-08-01 06:51:00,view,241527
11823,681,2023-10-10 06:27:00,view,709008
11824,324,2024-01-30 12:28:00,add_to_cart,953727
11825,221,2024-04-28 16:41:00,view,340434
11826,16,2024-06-14 23:25:00,view,498333
11827,175,2023-08-14 05:48:00,view,392124
11828,104,2024-01-07 17:53:00,view,445256
11829,500,2023-06-24 09:25:00,view,780750
11830,658,2023-12-03 19:24:00,view,275085
11831,941,2023-12-05 21:26:00,view,291169
11832,10,2023-11-03 03:01:00,add_to_cart,181253
11833,55,2024-05-13 11:24:00,view,822113
11834,164,2024-05-17 04:22:00,view,482173
11835,728,2024-06-18 22:02:00,view,945647
11836,176,2024-04-12 12:30:00,view,170738
11837,713,2024-03-30 11:43:00,view,177987
11838,529,2023-06-01 18:13:00,view,669254
11839,340,2024-06-25 16:08:00,view,200021
11840,706,2024-07-16 01:26:00,add_to_cart,287101
11841,523,2023-12-30 20:35:00,purchase,455536
11842,422,2024-05-18 23:44:00,view,335446
11843,190,2023-08-02 08:13:00,add_to_cart,782821
11844,342,2023-10-18 04:56:00,add_to_cart,988272
11845,54,2024-07-02 20:41:00,view,999552
11846,293,2023-12-27 20:56:00,add_to_cart,138488
11847,865,2024-03-13 10:45:00,add_to_cart,566268
11848,58,2023-07-21 06:05:00,view,102281
11849,373,2024-02-24 12:30:00,view,384867
11850,311,2023-11-23 03:15:00,purchase,227788
11851,683,2023-09-20 01:44:00,add_to_cart,125863
11852,393,2023-07-06 09:13:00,view,999396
11853,5,2023-09-07 02:58:00,view,470061
11854,799,2024-04-30 11:46:00,view,904770
11855,752,2024-06-11 09:09:00,add_to_cart,644635
11856,652,2024-02-03 13:59:00,add_to_cart,163042
11857,910,2023-12-03 00:58:00,view,490470
11858,697,2023-10-21 18:35:00,view,403481
11859,627,2023-07-31 03:28:00,view,815706
11860,662,2023-09-19 13:03:00,view,108353
11861,607,2023-09-07 05:12:00,add_to_cart,564219
11862,641,2024-01-01 19:37:00,view,844530
11863,279,2024-07-19 20:30:00,view,326119
11864,805,2023-08-05 00:00:00,view,354724
11865,842,2023-09-16 16:38:00,view,160942
11866,83,2024-05-19 22:06:00,view,809461
11867,686,2024-06-26 05:43:00,view,647259
11868,813,2023-07-06 00:18:00,view,219277
11869,500,2023-12-22 13:35:00,add_to_cart,167475
11870,456,2023-11-14 07:50:00,view,671419
11871,895,2023-06-21 08:58:00,view,231427
11872,915,2023-12-01 08:08:00,purchase,901276
11873,437,2024-03-22 10:08:00,add_to_cart,393920
11874,92,2023-07-03 02:51:00,view,416514
11875,140,2023-10-27 08:44:00,view,586269
11876,845,2024-07-01 23:08:00,view,770535
11877,695,2023-09-24 14:56:00,view,310521
11878,622,2024-04-16 08:59:00,view,668974
11879,11,2024-07-20 03:53:00,view,996802
11880,381,2023-10-10 19:27:00,view,622362
11881,808,2023-11-12 03:21:00,add_to_cart,440564
11882,119,2023-11-04 14:35:00,view,327891
11883,625,2024-05-11 20:51:00,view,288192
11884,526,2023-12-22 14:54:00,add_to_cart,848687
11885,397,2023-11-08 18:11:00,view,412707
11886,983,2023-10-02 07:38:00,view,427478
11887,257,2024-01-28 19:28:00,view,304347
11888,403,2023-07-06 21:52:00,view,264216
11889,209,2024-01-12 21:42:00,add_to_cart,301021
11890,889,2023-09-18 01:50:00,view,160539
11891,462,2024-03-02 12:25:00,view,404138
11892,746,2023-12-25 12:07:00,add_to_cart,539460
11893,891,2024-04-26 12:43:00,view,976403
11894,964,2024-03-04 01:46:00,view,119565
11895,546,2023-12-28 23:07:00,view,450025
11896,634,2023-08-23 20:18:00,view,753215
11897,882,2023-10-30 17:14:00,add_to_cart,914023
11898,43,2023-11-18 15:35:00,view,666244
11899,482,2023-10-17 08:32:00,add_to_cart,251864
11900,320,2023-07-13 16:30:00,view,755669
11901,314,2023-11-08 02:17:00,view,636360
11902,782,2024-01-31 01:43:00,view,791199
11903,619,2023-07-07 12:34:00,view,883403
11904,906,2024-06-12 20:26:00,view,808291
11905,967,2024-07-03 08:25:00,add_to_cart,211804
11906,702,2024-04-19 21:57:00,add_to_cart,597502
11907,734,2024-05-16 00:54:00,view,607990
11908,499,2023-08-09 18:29:00,view,171740
11909,637,2023-09-16 17:44:00,view,832878
11910,632,2023-07-02 04:53:00,view,275112
11911,489,2023-10-28 17:51:00,purchase,829750
11912,814,2024-07-04 13:24:00,view,747411
11913,70,2023-06-24 23:24:00,view,923135
11914,453,2024-01-07 18:01:00,purchase,501600
11915,517,2024-04-11 19:33:00,view,535750
11916,144,2023-06-20 20:09:00,view,587023
11917,335,2023-12-06 04:26:00,view,401413
11918,384,2024-04-26 17:22:00,view,663776
11919,667,2023-12-04 04:25:00,purchase,518490
11920,994,2023-10-01 04:38:00,view,442970
11921,682,2024-05-19 13:43:00,view,291128
11922,776,2024-01-14 06:31:00,view,511162
11923,897,2023-07-25 19:03:00,purchase,696329
11924,690,2023-08-07 01:02:00,view,867287
11925,565,2023-06-25 09:46:00,view,666170
11926,703,2023-09-11 08:09:00,view,662392
11927,157,2023-06-18 05:21:00,add_to_cart,689863
11928,628,2024-02-15 06:33:00,purchase,607310
11929,568,2023-11-17 01:43:00,view,673099
11930,739,2024-03-25 00:18:00,view,641068
11931,545,2024-06-15 04:45:00,view,742723
11932,660,2024-06-27 09:02:00,view,449134
11933,595,2024-04-26 01:43:00,view,564020
11934,692,2023-06-28 07:21:00,view,497308
11935,902,2023-11-01 02:52:00,view,409212
11936,611,2023-06-10 00:22:00,view,159094
11937,381,2023-10-05 15:47:00,view,237242
11938,911,2024-02-24 15:59:00,view,459306
11939,451,2024-05-06 17:16:00,add_to_cart,243976
11940,996,2024-02-29 12:56:00,view,587514
11941,900,2024-06-12 05:07:00,add_to_cart,578835
11942,414,2024-03-23 13:59:00,view,119608
11943,982,2023-09-08 18:09:00,view,898057
11944,511,2023-09-05 23:38:00,add_to_cart,642157
11945,972,2023-12-10 07:49:00,view,545668
11946,325,2024-01-14 16:25:00,view,621563
11947,99,2023-06-25 09:03:00,view,753813
11948,807,2024-05-20 20:47:00,add_to_cart,935852
11949,230,2024-03-24 18:03:00,view,955023
11950,907,2023-06-08 14:38:00,view,298267
11951,315,2024-03-06 18:17:00,view,193200
11952,318,2024-05-03 06:29:00,add_to_cart,454749
11953,312,2023-10-08 21:10:00,view,455764
11954,938,2023-06-17 17:09:00,view,297743
11955,939,2023-10-19 02:27:00,add_to_cart,936817
11956,245,2024-03-05 15:58:00,add_to_cart,961547
11957,40,2023-06-27 12:52:00,view,136900
11958,202,2023-12-19 22:08:00,view,465544
11959,325,2024-03-16 09:25:00,view,910624
11960,660,2023-06-21 16:00:00,view,701405
11961,825,2024-03-13 09:41:00,view,101819
11962,689,2023-07-29 03:55:00,view,305928
11963,389,2024-04-29 23:24:00,view,338640
11964,735,2023-10-10 20:02:00,view,284608
11965,834,2023-12-25 23:39:00,add_to_cart,255567
11966,39,2023-12-24 16:07:00,view,350918
11967,461,2023-12-08 17:34:00,view,452083
11968,773,2023-07-17 13:45:00,view,992728
11969,431,2024-01-01 13:13:00,add_to_cart,700712
11970,906,2023-11-23 15:24:00,add_to_cart,217517
11971,543,2024-06-14 05:16:00,add_to_cart,925037
11972,655,2023-12-20 04:27:00,view,908927
11973,634,2023-06-19 07:58:00,view,297672
11974,42,2024-03-12 20:36:00,add_to_cart,315246
11975,554,2024-04-08 20:34:00,add_to_cart,230024
11976,567,2023-06-28 20:00:00,view,828198
11977,653,2023-07-16 17:37:00,view,120467
11978,771,2024-04-17 20:25:00,view,643757
11979,258,2023-07-06 09:38:00,view,508511
11980,493,2023-09-21 11:13:00,view,271021
11981,933,2023-06-22 13:37:00,view,798555
11982,167,2024-05-06 12:20:00,view,897285
11983,591,2023-12-06 12:09:00,purchase,973002
11984,96,2024-02-24 10:57:00,view,860853
11985,686,2024-02-24 08:46:00,view,638341
11986,12,2024-01-03 14:44:00,view,746021
11987,44,2024-06-21 03:14:00,view,483729
11988,947,2024-03-14 07:50:00,view,812259
11989,933,2023-07-23 07:48:00,view,812684
11990,436,2024-06-01 07:46:00,view,970030
11991,700,2024-06-11 07:44:00,view,134820
11992,902,2024-01-29 15:29:00,view,467893
11993,543,2024-04-10 20:41:00,view,354331
11994,264,2024-05-08 19:07:00,purchase,686780
11995,247,2023-06-05 11:39:00,add_to_cart,379184
11996,881,2023-06-16 09:18:00,purchase,865617
11997,455,2024-01-06 17:14:00,view,960825
11998,4,2024-05-23 22:29:00,purchase,908220
11999,995,2023-10-10 22:32:00,view,880341
12000,947,2023-07-09 19:43:00,view,279350
12001,858,2024-02-05 20:35:00,add_to_cart,372143
12002,639,2024-06-24 21:25:00,view,809475
12003,604,2024-03-03 04:42:00,view,554696
12004,916,2023-11-21 20:01:00,view,113702
12005,525,2024-06-01 14:23:00,view,222946
12006,350,2023-12-13 17:12:00,view,596030
12007,287,2023-09-03 08:58:00,view,883691
12008,587,2023-08-19 16:47:00,view,239233
12009,830,2024-05-01 11:09:00,view,142339
12010,832,2023-08-27 23:24:00,view,904953
12011,407,2024-05-18 03:14:00,view,960705
12012,308,2024-07-16 10:57:00,view,661572
12013,686,2023-10-19 12:35:00,view,388454
12014,258,2023-06-18 10:57:00,add_to_cart,160772
12015,186,2023-10-07 08:57:00,view,853446
12016,748,2024-02-20 06:06:00,view,118224
12017,265,2023-10-12 06:07:00,view,858232
12018,866,2023-09-23 21:12:00,view,457566
12019,171,2023-12-22 15:25:00,view,844152
12020,375,2024-01-10 21:54:00,view,263535
12021,35,2024-03-18 20:19:00,view,752169
12022,847,2023-08-23 21:33:00,view,393868
12023,15,2023-07-23 20:32:00,view,262928
12024,772,2023-12-02 10:58:00,view,864020
12025,878,2023-11-19 03:22:00,view,884860
12026,291,2024-01-04 12:37:00,purchase,844314
12027,534,2023-11-14 03:38:00,add_to_cart,655100
12028,746,2024-06-29 11:29:00,view,554015
12029,591,2023-06-09 20:07:00,add_to_cart,676998
12030,884,2023-11-06 02:01:00,view,243864
12031,937,2024-04-16 22:34:00,add_to_cart,180491
12032,641,2023-09-01 12:46:00,add_to_cart,958379
12033,651,2024-07-23 12:51:00,add_to_cart,135208
12034,999,2023-07-08 01:40:00,view,186480
12035,524,2024-02-21 14:44:00,view,131007
12036,746,2023-10-23 23:37:00,view,916210
12037,610,2024-07-10 02:15:00,purchase,373053
12038,969,2023-09-27 05:23:00,view,815610
12039,404,2023-07-06 22:45:00,view,287169
12040,284,2023-09-11 14:36:00,view,741827
12041,385,2024-02-26 15:03:00,add_to_cart,710760
12042,656,2023-07-02 10:06:00,add_to_cart,528570
12043,518,2024-04-18 05:36:00,view,603903
12044,745,2023-06-22 19:38:00,view,835864
12045,998,2023-12-25 07:03:00,view,123552
12046,568,2023-06-01 07:35:00,view,946263
12047,330,2024-03-22 03:45:00,add_to_cart,860182
12048,729,2024-04-20 14:58:00,view,847506
12049,832,2023-11-24 13:47:00,add_to_cart,677555
12050,659,2023-09-08 09:09:00,add_to_cart,968501
12051,527,2024-07-06 12:02:00,view,381152
12052,596,2024-03-22 14:13:00,view,764350
12053,887,2024-02-07 03:56:00,view,764916
12054,386,2023-07-06 04:54:00,add_to_cart,709701
12055,844,2024-03-09 18:28:00,view,420392
12056,684,2024-03-15 22:55:00,view,495624
12057,63,2023-10-12 22:21:00,view,185927
12058,989,2024-02-16 18:31:00,view,138952
12059,658,2023-09-17 09:48:00,view,150239
12060,392,2024-07-24 14:53:00,view,699665
12061,46,2024-01-06 20:58:00,view,706130
12062,138,2023-06-25 16:23:00,view,869022
12063,300,2024-06-10 09:52:00,view,578142
12064,977,2023-11-01 08:43:00,view,942074
12065,613,2023-09-05 19:05:00,view,835402
12066,616,2023-09-05 00:47:00,view,605576
12067,316,2024-06-08 10:23:00,add_to_cart,442050
12068,113,2023-12-06 00:12:00,view,947984
